club_name,end_of_spell,manager,Level,league,tier,sacked,probability_of_sacking_true,error
Lyngby BK U19,2005-06-30, Flemming Pedersen,Youth,Danish U19 League,1,False,,
Lyngby BK Youth,2003-06-30, Flemming Pedersen,Youth,Danish Youth League,Youth,False,,
1.FSV Mainz 05,2000-11-21,Eckhard Krautzun,Senior,2. Bundesliga,2,True,0.85,
FSV Mainz 05 II,2000-06-30,Jürgen Kramny,Reserve,Regionalliga West/Südwest,III,False,,
1.FSV Mainz 05,1997-09-15,Horst Franz,Senior,2. Bundesliga,2,True,0.85,
1.FSV Mainz 05,1997-03-10,Hermann Hummels,Senior,2. Bundesliga,2,True,0.85,
1.FSV Mainz 05,1995-09-23,Horst Franz,Senior,2. Bundesliga,2,True,0.85,
FC 08 Homburg,1995-06-30,Uwe Raphael,Senior,2. Bundesliga,2,True,0.8,
KRC Genk,2005-06-03,Dimitri Davidovic,Senior,Belgian Pro League,1,True,0.8,
Twente FC,2004-05-17,Frans Adelaar,Senior,Eredivisie,1,True,0.8,
1.FSV Mainz 05,2000-11-14,Eckhard Krautzun,Senior,2. Bundesliga,2,True,0.85,
RSC Anderlecht,1997-12-02,Johan Boskamp,Senior,Belgian Pro League,1,True,0.8,
RWD Molenbeek,1997-06-30,Aimé Anthuenis,Senior,Belgian First Division,1,True,0.8,
Standard Liège,1994-06-30,Arie Haan,Senior,Belgian First Division,1,True,0.8,
KAA Gent,1993-02-28,Walter Meeuws,Senior,Belgian First Division,1,True,0.85,
Chemnitzer FC,2001-08-24,Dirk Schuster,Senior,2. Bundesliga,2,True,0.85,
1.FSV Mainz 05,2000-06-30,Eckhard Krautzun,Senior,2. Bundesliga,2,True,0.8,
Saarbrücken,1998-09-15,Dietmar Constantini,Senior,2. Bundesliga,2,True,0.85,
RW Essen,1994-01-18,Willi Lippens,Senior,2. Bundesliga,2,True,0.85,
RW Essen,1996-06-30,Willi Lippens,Senior,2. Bundesliga,2,True,0.8,
BSV Stahl 1950,1991-10-21,Wolfgang Jerat,Senior,DDR-Oberliga,1,True,0.85,
FC Pasching,2007-06-30,Dietmar Constantini,Senior,Austrian Bundesliga,1,True,0.8,
FC Pasching,2006-06-30,Dietmar Testelmans,Senior,Austrian Bundesliga,1,True,0.8,
FC Kärnten,2004-03-20,Boris Ekmeščić,Senior,Austrian Bundesliga,1,True,0.85,
FC Kärnten,2004-01-01,Boris Ekmeščić,Senior,Austrian Bundesliga,1,True,0.8,
Vorwärts Steyr,1998-07-01,Ivan Golac,Senior,Austrian Bundesliga,1,True,0.8,
1.FSV Mainz 05,1998-04-09,Karl-Heinz Körbel,Senior,2. Bundesliga,2,True,0.85,
FC Tirol,1997-07-26,Horst Köppel,Senior,Austrian Bundesliga,1,True,0.8,
Admira/Wacker,1995-05-31,Herbert Prohaska,Senior,Austrian Bundesliga,1,True,0.8,
LASK,1993-06-27,Bernhard Cullmann,Senior,Austrian Bundesliga,1,True,0.8,
Rapid Vienna,1991-06-30,Hans Krankl,Senior,Austrian Bundesliga,1,True,0.8,
1.FSV Mainz 05,1995-04-17,Horst Franz,Senior,2. Bundesliga,2,True,0.8,
SV Wehen,1991-11-05,Günter Guth,Senior,Oberliga Hessen,3,True,0.8,
TJ Teda,2012-05-27,Liu Zhicai,Senior,Chinese Super League,1,True,0.8,
JEF Utd. Chiba,2008-05-07,Josip Kuže,Senior,J1 League,1,True,0.85,
Varteks,2007-08-12, Dražen Besek,Senior,Prva HNL,1,True,0.85,
HNK Rijeka,2007-06-04,Milan Đuričić,Senior,Prva HNL,1,True,0.85,
Dinamo Zagreb,2006-11-05,Josip Kuže,Senior,Prva HNL,1,True,0.8,
Inter Zapresic,2004-05-03,Ilija Loncarevic,Senior,Prva HNL,1,True,0.8,
Chemnitzer FC,2000-11-29,Dirk Schuster,Senior,2. Bundesliga,2,True,0.85,
Gamba Osaka,1998-01-31,José Alberto Costa,Senior,J1 League,1,True,0.8,
1.FSV Mainz 05,1994-10-15,Horst Franz,Senior,2. Bundesliga,2,True,0.85,
Rot-Weiß Erfurt,1992-05-01,Jürgen Bähringer,Senior,NOFV-Oberliga,2,True,0.8,
FC 08 Homburg,2014-06-30,Rüdiger Ziehl,Senior,Regionalliga Südwest,4,False,,
SVN Zweibrücken,2013-12-31,Jürgen Klotz,Senior,Regionalliga Südwest,4,True,0.8,
SV Mehring,2013-03-13,Thomas Kost,Senior,Oberliga Bayern,5,True,0.85,
FSV Salmrohr,2012-06-30,Uwe Koschinat,Senior,Regionalliga West,4,False,,
FK Pirmasens,2006-11-14,Werner Kohlmann,Senior,Regionalliga Süd,3,True,0.85,
SC Hauenstein,2005-02-14,Werner Vollack,Senior,Oberliga Baden-Württemberg,4,True,0.8,
Wormatia Worms,2001-06-30,Werner Lorant,Senior,Regionalliga Süd,3,True,0.85,
FK Pirmasens,1998-09-08,Werner Lorant,Senior,Regionalliga West/Südwest,3,True,0.85,
FC Dahn,1996-06-30,Werner Kern,Senior,Oberliga Südwest,3,True,0.8,
SV Wehen,1994-10-10,Günter Sebert,Senior,Oberliga Hessen,3,True,0.8,
1.FSV Mainz 05,1992-06-30,Horst Franz,Senior,2. Bundesliga,2,False,,
SC Birkenfeld,1989-02-13,Willi Ehrlich,Senior,Oberliga Südwest,3,True,0.85,
K. Offenbach,1987-06-30,Fritz Herkenrath,Senior,2. Bundesliga,2,True,0.8,
FSV Salmrohr,1987-03-27,Horst Buhtz,Senior,2. Bundesliga,2,True,0.85,
FK Pirmasens,1984-06-30,Helmut Richert,Senior,Oberliga Südwest,3,True,0.8,
SG Walluf,2002-06-30,Frank Schmidt,Senior,Oberliga Hessen,4,True,0.8,
Italia Wiesbad.,1998-06-30,Gerd Schwickert,Senior,Regionalliga Süd,3,True,0.8,
SG Walluf,1997-06-30,Wolfgang Frank,Senior,Oberliga Hessen,4,True,0.8,
SpVgg Ingelheim,1991-06-30,Werner Kern,Senior,Oberliga Südwest,3,True,0.8,
Vik. Sindlingen,1989-09-30,Gerd Völler,Senior,Oberliga Hessen,3,True,0.85,
1.FSV Mainz 05,1989-02-13,Horst Hülß,Senior,2. Bundesliga,2,True,0.85,
SV Wehen,1988-06-30,Lothar Buchmann,Senior,Oberliga Hessen,3,True,0.8,
Kastel 06,1984-12-31,Helmut Kremers,Senior,Oberliga Nordrhein,3,True,0.8,
SV Wiesbaden,1983-06-30,Helmut Graf,Senior,Oberliga Hessen,3,True,0.8,
Hassia Bingen,1981-09-01,Helmut Richert,Senior,Oberliga Südwest,3,True,0.8,
1.FSV Mainz 05,1980-06-30,Uwe Kliemann,Senior,2. Bundesliga,2,True,0.8,
VfR Nierstein,1975-12-31,Heinz Schussig,Senior,Amateur Oberliga Südwest,3,True,0.8,
VfB Ginsheim,1972-06-30,Heinz Oswald,Senior,Hessenliga,3,False,,
SVW Mainz,1970-06-30,Berkemeyer,Senior,Regionalliga Südwest,2,True,0.8,
VfB Ginsheim,1969-06-30,Heinz Oswald,Senior,Hessenliga,3,False,,
VfR Bürstadt,1999-06-30,Werner Olk,Senior,Regionalliga Süd,3,False,,
Pfeddersheim,1995-03-31,Werner Kern,Senior,Oberliga Baden-Württemberg,4,True,0.8,
Eintracht Trier,1990-09-30,Werner Biskup,Senior,2. Bundesliga,2,True,0.8,
Wormatia Worms,1989-04-01,Horst Hülß,Senior,2. Bundesliga,2,True,0.8,
1.FSV Mainz 05,1988-06-30,Horst Hülß,Senior,2. Bundesliga,2,False,,
VfR OLI Bürstadt,1984-06-30,Lothar Buchmann,Senior,2. Bundesliga,2,True,0.8,
Wormatia Worms,1981-06-30,Herbert Binkert,Senior,2. Bundesliga,2,True,0.8,
Vikt. Griesheim,1981-01-26,Heinz Lucas,Senior,Oberliga Hessen,3,True,0.8,
SF Heppenheim,1978-06-30,Helmut Kremers,Senior,Oberliga Baden-Württemberg,3,True,0.8,
Seeheim-Jug.,1974-06-30,Heinz Lucas,Senior,Regionalliga Süd,2,True,0.8,
Idar-Oberstein,1996-06-30,Werner Kern,Senior,Oberliga Südwest,3,True,0.8,
Bad Kreuznach,1987-09-29,Gerd vom Bruch,Senior,Oberliga Südwest,3,True,0.85,
SSV Reutlingen,1986-09-28,Willibald Hahn,Senior,Oberliga Baden-Württemberg,3,True,0.8,
1.FSV Mainz 05,1984-05-20,Heinz-Hermann Schütt,Senior,2. Bundesliga,2,True,0.8,
SpVgg Bayreuth,1982-04-30,Heinz Elzner,Senior,2. Bundesliga,2,True,0.8,
FSV Frankfurt,1998-02-28,Dietrich Weise,Senior,2. Bundesliga,2,True,0.85,
Bad Homburg,1997-06-30,Gerd Schwickert,Senior,Regionalliga Süd,3,True,0.8,
SV 07 Raunheim,1996-06-30,Walter Eichelsbacher,Senior,Oberliga Hessen,4,False,,
SF Eisbachtal,1995-06-30,Gerd vom Bruch,Senior,Oberliga Südwest,3,False,,
FSV Frankfurt,1994-01-29,Dragoslav Stepanović,Senior,2. Bundesliga,2,True,0.85,
SV Wehen,1990-06-30,Günter Guth,Senior,Oberliga Hessen,3,False,,
1.FSV Mainz 05,1983-03-14,Heinz-Hermann Schütt,Senior,2. Bundesliga,2,True,0.85,
1.FSV Mainz 05,1975-12-31,Uwe Kliemann,Senior,2. Bundesliga,2,True,0.8,
1.FSV Mainz 05,1974-10-14,Uwe Kliemann,Senior,Regionalliga Südwest,2,True,0.8,
1.FSV Mainz 05,1957-06-30,Berkemeyer,Senior,Oberliga Südwest,1,False,,
Wormatia Worms,1988-04-16,Horst Hülß,Senior,2. Bundesliga,2,True,0.85,
Hassia Bingen,1987-06-30,Werner Biskup,Senior,Oberliga Südwest,3,True,0.8,
FC Augsburg,1976-11-01,Heinz Elzner,Senior,2. Bundesliga,2,True,0.8,
1.FSV Mainz 05,1975-12-07,Uwe Kliemann,Senior,2. Bundesliga,2,True,0.8,
Bad Kreuznach,1974-06-30,Heinz Lucas,Senior,Regionalliga Südwest,2,True,0.8,
Aschaffenburg,1978-06-30,Herbert Hof,Senior,Regionalliga Süd,2,True,0.8,
SV Wiesbaden,1976-06-30,Kurt Kraaz,Senior,Regionalliga Süd,2,True,0.8,
VfR Groß-Gerau,1975-06-30,Heinz Lucas,Senior,Hessenliga,3,False,,
FSV Frankfurt,1973-09-30,Milovan Beljin,Senior,Regionalliga Süd,2,True,0.8,
1.FSV Mainz 05,1971-06-30,Bernd Hoss,Senior,Regionalliga Südwest,2,False,,
SV Südwest,1969-06-30,Kurt Sommerlatt,Senior,Regionalliga Südwest,2,False,,
SVW Mainz,1968-06-30,Berkemeyer,Senior,Regionalliga Südwest,2,True,0.8,
1.FSV Mainz 05,1969-06-30,Berkemeyer,Senior,Regionalliga Südwest,2,False,,
FCC Neuchatel,1960-06-30,Helenio Herrera,Senior,Nationalliga A,1,True,0.8,
1.FSV Mainz 05,1968-03-10,Berkemeyer,Senior,Regionalliga Südwest,2,True,0.8,
1.FSV Mainz 05,1967-06-30,Berkemeyer,Senior,Regionalliga Südwest,2,False,,
1.FSV Mainz 05,1966-12-31,Berkemeyer,Senior,Regionalliga Südwest,2,True,0.8,
FC Solothurn,1966-04-19,Willy Hagan,Senior,Nationalliga B,2,True,0.8,
Fellows ZH,1965-06-30,Bill Lambton,Senior,Southern League,5,True,0.8,
FC Lugano,1964-09-15,Humberto Chiapuzzo,Senior,Nationalliga B,2,True,0.8,
FC Schaffhausen,1963-06-30,Kurt Sommerlatt,Senior,Nationalliga B,2,True,0.8,
1.FSV Mainz 05,1952-06-30,Berkemeyer,Senior,Oberliga Südwest,1,False,,
1.FSV Mainz 05,1950-10-08,Hermann Stotz,Senior,Oberliga Südwest,1,True,0.8,
1.FSV Mainz 05,1950-06-30,Hermann Stotz,Senior,Oberliga Südwest,1,False,,
Rhenania Lohn,2022-06-30,Christian Britscho,Senior,Oberliga Mittelrhein,5,False,,
Alem. Aachen,2015-06-30,Fuat Kılıç,Senior,3. Liga,Third Tier,True,0.85,
Alem. Aachen,2015-09-30,Fuad Đulić,Senior,3. Liga,Third Tier,True,0.85,
Alem. Aachen,2011-12-31,Friedhelm Funkel,Senior,2. Bundesliga,2,True,0.85,
Aachen U19 ,2013-06-30,Michael Frontzeck,Youth,U19 Bundesliga West,1,False,,
Aachen U19 ,2010-05-26,Jürgen Luginger,Youth,U-19 Bundesliga West,1,False,,
Aachen U19 ,2010-05-10,Jürgen Luginger,Youth,U-19 Bundesliga West,1,False,,
Alem. Aachen,2023-08-19,Fuad Đulić,Senior,Regionalliga West,4,True,0.85,
Alem. Aachen,2022-12-08,Patrick Helmes,Senior,Regionalliga West,4,True,0.85,
B. Gladbach 09,2021-12-31,Adi Hütter,Senior,Bundesliga,1,True,0.85,
Hertha Walheim,2018-01-11,Dárdai Pál,Senior,Bundesliga,1,True,0.85,
H. Walheim U19,2015-06-30,Michael Skibbe,Youth,U19 Bundesliga,1,False,,
H. Walheim U17,2014-06-30,Thomas Schlieck,Youth,U17 Bundesliga,1,False,,
Euskirchen U17,2013-12-31,Thomas Schlieck,Youth,U17 Bundesliga West,1,False,,
Euskirchen Yth.,2012-06-30,Thomas Schlieck,Youth,A-Junioren Bundesliga West,U19,False,,
VfB Oldenburg,2023-06-30,Daniel Schmidt,Senior,Regionalliga Nord,4,False,,
Alem. Aachen,2022-10-12,Patrick Glöckner,Senior,Regionalliga West,4,True,0.85,
Alem. Aachen,2020-06-30,Fuad Đulić,Senior,Regionalliga West,4,True,0.8,
Saarbrücken,2015-06-30,Fuad Đulić,Senior,3. Liga,Third Tier,True,0.85,
Saarbrücken,2014-02-10,Laurie Cunningham,Senior,3. Liga,Third Tier,True,0.85,
Kasimpasa,2013-04-07,Metin Diyadin,Senior,Süper Lig,1,True,0.85,
Kasimpasa,2012-10-07,Metin Diyadin,Senior,Süper Lig,1,True,0.85,
Kasimpasa,2012-09-23,Metin Diyadin,Senior,Süper Lig,1,True,0.85,
MSV Duisburg,2012-06-30,Oliver Reck,Senior,2. Bundesliga,2,True,0.85,
1.FC K'lautern,2009-06-30,Jeff Saibene,Senior,2. Bundesliga,2,True,0.8,
1.FC K'lautern,2008-05-31,Bernhard Trares,Senior,2. Bundesliga,2,True,0.85,
1 JFS Köln U19,2008-06-30,Frank Schaefer,Youth,U19 Bundesliga West,1,False,,
Alem. Aachen,2021-10-28,Fuad Đulić,Senior,Regionalliga West,4,True,0.85,
Alem. Aachen,2021-11-02,Fuad Đulić,Senior,Regionalliga West,4,True,0.85,
Braunschw. U19,2021-06-30,Henning Bürger,Youth,U19 Bundesliga North/North East,1,False,,
Braunschw. U17,2020-06-30,Henning Börger,Youth,U17 Bundesliga North/Northeast,1,False,,
Bielefeld U19,2018-02-28,Jörg Weber,Youth,Under 19 Bundesliga West,1,False,,
1.FC Köln II,2016-06-30,André Pawlak,Reserve,Regionalliga West,4,False,,
Schalke 04 U17,2015-06-30,Norbert Elgert,Youth,U17 Bundesliga West,1,False,,
Schalke 04 U19,2014-06-30,Norbert Elgert,Youth,U19 Bundesliga,1,False,,
Schalke 04 Yth.,2009-06-30,Norbert Elgert,Youth,Under 19 Bundesliga,1,False,,
Westf. Rhynern,2008-06-30,Frank Benatelli,Senior,Oberliga Westfalen,4,False,,
Westf. Rhynern,2007-06-30,Frank Benatelli,Senior,Oberliga Westfalen,4,True,0.8,
Alem. Aachen,2021-10-26,Fuad Đulić,Senior,Regionalliga West,4,True,0.85,
Admira Wacker,2020-09-22,Damir Buric,Senior,Austrian Bundesliga,1,True,0.85,
FC Admira II,2021-03-11,Andreas Herzog,Reserve,Austrian Football Second League,2,True,0.8,
Leverkusen Yth.,2020-07-12,Norbert Elgert,Youth,U19 Bundesliga West,1,False,,
Rot-Weiß Erfurt,2018-06-30,Pablo Thiam,Senior,3. Liga,Third Tier,True,0.8,
1.FC Köln II,2017-09-26,Markus Daun,Reserve,Regionalliga West,4,True,0.85,
1.FC Köln II,2016-12-21,André Pawlak,Reserve,Regionalliga West,4,True,0.8,
1.FC Köln II,2016-12-05,André Pawlak,Reserve,Regionalliga West,4,True,0.8,
KAS Eupen,2022-11-21,Michael Valkanis,Senior,Jupiler Pro League,1,True,0.85,
Alem. Aachen,2021-06-30,Fuad Đulić,Senior,Regionalliga West,4,True,0.8,
Alem. Aachen,2021-02-24,Fuad Đulić,Senior,Regionalliga West,4,True,0.85,
Alem. Aachen,2021-02-08,Fuad Đulić,Senior,Regionalliga West,4,True,0.85,
Aachen U19 ,2021-10-31,Christian Wück,Youth,U19 Bundesliga West,1,True,0.8,
SF Hehlrath,2014-12-31,Thomas Kraus,Senior,Landesliga Mittelrhein,6,True,0.8,
G. Dürwiß U19,2014-04-06,Dirk Schuster,Youth,U19 Bundesliga West,1,False,,
G. Dürwiß U17,2013-06-30,Frank Schaefer,Youth,U17 Bundesliga West,1,False,,
SF Hehlrath U19,2012-06-30,Thomas Schlieck,Youth,U19 Bundesliga West,1,False,,
SC Kellersberg,2011-06-30,Rainer Zietsch,Senior,Oberliga Südwest,5,False,,
Wuppertal U19,2022-06-30,Thomas Reis,Youth,U19 Bundesliga West,1,False,0.2,
Wuppertal U19,2022-04-28,Thomas Reis,Youth,A-Junioren Bundesliga West,U19,False,0.2,
Wuppertaler SV,2023-03-31,Lars Leese,Senior,Regionalliga West,4,True,0.8,
Alem. Aachen,2021-02-09,Fuad Đulić,Senior,Regionalliga West,4,True,0.85,
Leverkusen Yth.,2020-06-30,Norbert Elgert,Youth,U19 Bundesliga West,1,False,,
Wuppertaler SV,2018-02-07,André Pawlak,Senior,Regionalliga West,4,True,0.85,
Wuppertal U19,2015-06-30,Thomas Gerstner,Youth,A-Junioren Bundesliga West,U19,False,,
FSV Vohwinkel,2012-06-30,Thomas Ebert,Senior,Oberliga Niederrhein,5,False,,
Düsseldorf U16,2021-11-30,Christian Dorda,Youth,U16 Bundesliga West,U16,False,,
Aachen U17 ,2020-06-30,Andreas Menger,Youth,U17 Bundesliga West,1,False,,
Aachen U19 ,2019-06-30,Michael Räcke,Youth,U19 Bundesliga West,1,False,,
Aachen U17 ,2017-06-30,Andreas Menger,Youth,U17 Bundesliga West,1,False,,
Alem. Aachen,2015-12-31,Fuad Đulić,Senior,3. Liga,Third Tier,True,0.85,
Alem. Aachen,2015-12-21,Fuad Đulić,Senior,3. Liga,Third Tier,True,0.85,
1.FC Düren,2023-06-30,Giuseppe Brunetto,Senior,Regionalliga West,4,False,0.2,
Alem. Aachen,2015-12-20,Fuad Đulić,Senior,3. Liga,Third Tier,True,0.85,
Alem. Aachen,2020-12-31,Fuad Đulić,Senior,Regionalliga West,4,True,0.8,
A. Aachen II ,2015-06-30,Jürgen Seeberger,Reserve,Regionalliga West,4,False,,
A. Aachen II ,2013-06-30,Jürgen Seeberger,Reserve,Regionalliga West,4,False,,
BFC Dynamo,2022-06-30,Dirk Schuster,Senior,3. Liga,Third Tier,True,0.8,
TSV Havelse,2018-11-26,Sören Gomez,Senior,Regionalliga Nord,4,True,0.85,
Gr. Fürth II,2017-05-23,Tomas Oral,Reserve,Regionalliga Bayern,4,False,,
SV Ried,2017-02-28,Paul Gludovatz,Senior,Austrian Bundesliga,1,True,0.85,
Alem. Aachen,2015-12-05,Fuad Đulić,Senior,3. Liga,Third Tier,True,0.85,
TSV Havelse,2015-06-30,Volker Finke,Senior,Regionalliga Nord,4,False,,
Babelsberg 03,2013-04-09,Christian Benbennek,Senior,3. Liga,Third Tier,True,0.85,
Braunschweig II,2011-06-30,Benjamin Hoffmann,Reserve,Regionalliga Nord,4,False,,
Wolfsburg U19,2009-06-30,Bernd Hollerbach,Youth,U19 Bundesliga,1,False,,
Wolfsburg II,2007-06-30,Bernd Hollerbach,Reserve,Regionalliga Nord,4,False,,
Wolfsburg Yth.,2005-06-30,Bernd Hollerbach,Youth,U-19 Bundesliga,1,False,,
Eutin 08,2017-10-18,Oliver Zapfel,Senior,Oberliga Schleswig-Holstein,5,True,0.85,
Alem. Aachen,2012-09-10,Friedhelm Funkel,Senior,2. Bundesliga,2,True,0.85,
VfB Lübeck,2011-11-07,Lorenz-Günther Köstner,Senior,3. Liga,Third Tier,True,0.85,
VfB Lübeck,2008-06-30,Dieter Hecking,Senior,3. Liga,Third Tier,False,,
Grazer AK,2007-06-30,Lars Søndergaard,Senior,Austrian Bundesliga,1,True,0.8,
Admira Wacker,2006-02-10,Dietmar Kühbauer,Senior,Austrian Bundesliga,1,True,0.8,
Sturm Graz,2005-06-30,Michael Petrović,Senior,Austrian Bundesliga,1,True,0.8,
FC Cosmos,2025-06-30,John Smith,Senior,Premier League,1,True,0.8,
VV Capelle,2023-06-30,Richard van der Meer,Senior,Tweede Divisie,3,False,0.2,
KMSK Deinze,2022-10-23,David Gevaert,Senior,Belgian First Division B,2,True,0.85,
SC Kriens,2022-05-31,Bruno Berner,Senior,Swiss Challenge League,2,True,0.8,
Feyenoord U18,2021-11-07,Melvin Boel,Youth,Eredivisie U18,1,False,,
GC Zürich U18,2021-06-30,Umberto Barberis,Youth,U18 Swiss League,1,False,,
Feyenoord Youth,2020-06-30,Melvin Boel,Youth,Eredivisie U19,1,False,,
FC Zürich,2019-06-30,Ludwig Schmidt,Senior,Swiss Super League,1,True,0.8,
FC Zürich U16,2018-02-20,Umberto Barberis,Youth,Swiss U16 League,U16,False,,
FC Muri,2017-06-30,Urs Schönenberger,Senior,Swiss Football League,4th,False,0.2,
W. Nordhausen,2017-04-21,Patrik Våge,Senior,Regionalliga Nordost,4,True,0.85,
FC Muri,2016-06-30,Urs Schönenberger,Senior,Swiss Football League,4th Tier,False,0.2,
FC Den Bosch,2016-02-06,Ruud Kaiser,Senior,Eerste Divisie,2,True,0.85,
Excelsior U19,2015-02-05,André Hoekstra,Youth,Eredivisie U19,1,True,0.8,
Alem. Aachen,2013-06-30,René Vandereycken,Senior,3. Liga,Third Tier,True,0.85,
Nürnberg U19,2012-09-10,Michael Wiesinger,Youth,U19 Bundesliga,1,True,0.8,
Carl Zeiss Jena,2009-03-23,Ralph Loose,Senior,2. Bundesliga,2,True,0.85,
FC Wohlen,2007-06-30,Urs Schönenberger,Senior,Swiss Challenge League,2,True,0.8,
FC Inter,2006-11-16,Roberto Mancini,Senior,Serie A,1,True,0.8,
FC Luzern,2003-06-30,Ryszard Komornicki,Senior,Swiss Super League,1,True,0.8,
1.FC Köln U17,2021-06-30,Markus Daun,Youth,U17 Bundesliga West,U17,False,,
1.FC Köln U17,2018-06-30,Markus Daun,Youth,U17 Bundesliga West,1,False,,
Viktoria Köln,2013-06-30,Stefan Ruthenbeck,Senior,3. Liga,Third Tier,False,,
Alem. Aachen,2012-09-03,Friedhelm Funkel,Senior,2. Bundesliga,2,True,0.85,
Alem. Aachen,2012-06-30,Friedhelm Funkel,Senior,2. Bundesliga,2,True,0.8,
Alem. Aachen,2011-09-18,Peter Hyballa,Senior,2. Bundesliga,2,True,0.85,
A. Aachen II ,2012-04-03,Jürgen Seeberger,Reserve,Regionalliga West,4,False,,
Fortuna Köln,2007-06-30,Claus-Dieter Wollitz,Senior,Regionalliga Nord,3,True,0.8,
Fortuna Köln,2004-06-30,Jürgen Luginger,Senior,Regionalliga Nord,3,True,0.8,
Fortuna Köln II,2001-06-30,Jürgen Luginger,Reserve,Regionalliga Nord,III,False,,
SC Vilkerath,1999-06-30,Wolfgang Jerat,Senior,Oberliga Nordrhein,4,False,,
NAC Breda,2024-06-30,Ruud Brood,Senior,Eerste Divisie,2,True,0.8,
AS Trencin,2022-07-27,Juraj Ančic,Senior,Fortuna Liga,1,True,0.8,
Türkgücü Münch.,2021-11-23,Andreas Pohl,Senior,3. Liga,Third Tier,True,0.85,
Esbjerg fB,2021-08-11,Ole Larsen,Senior,Danish Superliga,1,True,0.85,
Wisla Kraków,2021-05-14,Kiko Ramírez,Senior,Ekstraklasa,1,True,0.85,
NAC Breda,2020-07-03,Ruud Brood,Senior,Eredivisie,1,True,0.8,
Dunajska Streda,2020-01-03,Bernd Storck,Senior,Fortuna Liga,1,True,0.8,
Fußball-Lehrer-Ausbildung des DFB,2018-07-15,Hermann Gerland,Youth,DFB Youth Academy,Youth,False,,
NEC Nijmegen,2017-04-24,Peter Hyballa,Senior,Eredivisie,1,True,0.85,
Leverkusen U19,2016-06-30,Jürgen Kohler,Youth,U19 Bundesliga West,1,False,,
Leverkusen YL,2016-06-30,Tayfun Korkut,Youth,U19 Bundesliga West,Youth Top Tier,False,,
Sturm Graz,2013-04-22,Peter Hyballa,Senior,Austrian Bundesliga,1,True,0.85,
RB Juniors,2012-05-13,Thomas Janesch,Reserve,Austrian Regionalliga East,3,False,,
Alem. Aachen,2011-09-13,Peter Hyballa,Senior,2. Bundesliga,2,True,0.85,
B. Dortmund U19,2010-06-30,Jürgen Röber,Youth,U19 Bundesliga West,Youth,False,,
Wolfsburg U19,2007-06-30,Bernd Hollerbach,Youth,U19 Bundesliga,1,False,,
Wolfsburg U17,2005-06-30,Bernd Hollerbach,Youth,U17 Bundesliga,1,False,,
Ramblers FC,2003-06-30,John Smith,Senior,National League,5,True,0.8,
Bielefeld U19,2002-06-30,Thomas von Heesen,Youth,U19 Bundesliga West,1,False,,
Pr. Münster,2001-06-30,Benno Möhlmann,Senior,2. Bundesliga,2,True,0.85,
Pr. Münster U17,2001-06-30,Horst Köppel,Youth,U17 Bundesliga West,1,False,,
Münster 08 U19,1999-06-30,Frank Benatelli,Youth,U19 Bundesliga West,1,False,,
1.FC Bocholt,1998-06-30,Wolfgang Jerat,Senior,Regionalliga West/Südwest,3,False,,
1.FC Bocholt U19,1998-06-30,Frank Benatelli,Youth,A-Junioren Bundesliga West,U19 Top Division,False,,
Bor. Bocholt,1996-06-30,Heinz Grundei,Senior,Oberliga Nordrhein,3,False,,
Hertha BSC,2023-06-30,Sandor Torghelle,Senior,Bundesliga,1,True,0.8,
1.FC Köln,2021-02-28,Markus Gisdol,Senior,Bundesliga,1,True,0.85,
Loko Moscow,2018-12-31,Yuri Semin,Senior,Russian Premier League,1,False,,
Darmstadt 98,2017-07-07,Torsten Frings,Senior,2. Bundesliga,2,True,0.85,
Al-Merrikh SC,2016-10-25,Didier Gomes Da Rosa,Senior,Sudan Premier League,1,True,0.8,
SV Elversberg,2015-05-07,Roland Seitz,Senior,3. Liga,Third Tier,False,,
G. Halberstadt,2014-03-19,André Meyer,Senior,NOFV-Oberliga Süd,5,True,0.85,
Lok Leipzig,2012-05-20,Joachim Steffens,Senior,Regionalliga Nord,4,True,0.8,
Alem. Aachen,2009-09-22,Jürgen Seeberger,Senior,2. Bundesliga,2,True,0.85,
Wolfsburg II,2007-11-06,Bernd Hollerbach,Reserve,Regionalliga Nord,4,True,0.8,
E. Braunschweig,2006-10-14,Dirk Schuster,Senior,2. Bundesliga,2,True,0.85,
E. Braunschweig,2006-11-14,Dirk Schuster,Senior,2. Bundesliga,2,True,0.85,
Braunschw. U19,2005-11-30,Benno Möhlmann,Youth,Under 19 Bundesliga North/Northeast,1,True,0.8,
E. Braunschweig,2005-11-30,Eric Gerets,Senior,2. Bundesliga,2,True,0.85,
FC Vaduz,2023-02-21,Alessandro Mangiarratti,Senior,Swiss Super League,1,True,0.85,
FC Freienbach,2022-12-31,Urs Schönenberger,Senior,Swiss Promotion League,3,False,0.2,
FC Schaffhausen,2019-06-30,Murat Yakın,Senior,Swiss Challenge League,2,True,0.8,
Stuttg. Kickers,2018-06-30,Tomislav Stipić,Senior,Regionalliga Südwest,4,True,0.85,
FC Kosova,2018-04-08,Ernst Gasser,Senior,Swiss Challenge League,2,True,0.85,
FC Winterthur,2015-11-26,Jürgen Seeberger,Senior,Swiss Challenge League,2,True,0.85,
Darmstadt 98,2012-12-17,Kosta Runjaić,Senior,2. Bundesliga,2,True,0.85,
Stuttgart II,2011-06-30,Reinhold Fanz,Reserve,3. Liga,Third Tier,False,,
