club_name,end_of_spell,manager,Level,league,tier,sacked,probability_of_sacking_true,error
Rimini,1985-06-30,Giovanni Meregalli,Senior,Serie C1,Third Tier,True,0.8,nan
Fiorentina U19,1984-06-30,Giovanni Trapattoni,Youth,Italian Youth Championship,Youth,False,0.0,nan
Rimini,1983-06-30,Giovanni Meregalli,Senior,Serie C1,3,True,0.8,nan
Cesena U19,1982-06-30,Giuseppe Chiappella,Youth,Italian Youth Championship,Youth,False,0.0,nan
Bellaria IM,1978-06-30,Giovanni Sartori,Senior,Italian Serie C,Third Tier,False,0.0,nan
Alfonsine,1977-06-30,Giovanni Meregalli,Senior,Italian Serie D,4,False,0.0,nan
Racing Club,2012-04-15,Adolfo Batiz,Senior,Argentine Primera División,1,True,0.8,nan
Boca Juniors,2010-01-22,Alfio Basile,Senior,Argentine Primera División,1,True,0.8,nan
Boca Juniors,2006-09-14,Carlos Bianchi,Senior,Argentine Primera División,1,False,0.0,nan
CA Colon,2004-12-25,Ricardo Caruso Lombardi,Senior,Argentine Primera División,1,False,,nan
América,2001-09-13,Mario Zanotti,Senior,Liga MX,1,True,0.8,nan
San Lorenzo,1998-12-03,Héctor Rial,Senior,Argentine Primera División,1,True,0.8,nan
Racing Club,1997-08-31,Reinaldo Merlo,Senior,Argentine Primera División,1,True,0.8,nan
Vélez Sarsfield,1990-12-31,Juan Carlos Lorenzo,Senior,Argentine Primera División,1,True,0.8,nan
Racing Club,1989-06-30,Héctor Rial,Senior,Argentine Primera División,1,True,0.8,nan
Vélez Sarsfield,1985-06-30,Juan Carlos Lorenzo,Senior,Argentine Primera División,1,False,0.0,nan
Racing (Cba),1983-12-31,Juan Carlos Lorenzo,Senior,Argentine Primera División,1,True,0.8,nan
Nacional,1982-12-31,Washington Luz,Senior,Uruguayan Primera División,1,False,0.0,nan
Huracán,1982-06-30,Juan Carlos Lorenzo,Senior,Argentine Primera División,1,True,0.8,nan
Instituto AC,1979-12-31,Juan Carlos Lorenzo,Senior,Argentine Primera División,1,False,,nan
Racing (Cba),1978-12-31,Juan Carlos Lorenzo,Senior,Argentine Primera División,1,True,0.8,nan
Racing Club,1977-12-31,Juan Carlos Lorenzo,Senior,Argentine Primera División,1,True,0.8,nan
Rosario Central,1976-12-31,Juan Carlos Lorenzo,Senior,Argentine Primera División,1,False,0.0,nan
Chacarita Jrs.,1976-06-30,Juan Carlos Fonda,Senior,Argentine Primera División,1,True,0.8,nan
Atlético Madrid,1994-03-21,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Atlético Madrid,1993-04-15,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Atlético Madrid,1993-02-09,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Atlético Madrid,1991-06-30,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Atlético Madrid,1990-09-04,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
CD Mostoles,2011-06-30,Juan Carlos Álvarez,Senior,Tercera División,4,True,0.8,nan
Real Jaén CF,2005-06-30,Juan Carlos Álvarez,Senior,Tercera División,4,False,0.0,nan
UD San Pedro,1997-06-30,Juan Carlos Álvarez,Senior,Tercera División,4,False,0.0,nan
Cádiz CF,1995-06-30,Miguel Ángel Brindisi,Senior,Segunda División,2,True,0.8,nan
Atlético Madrid,1993-11-10,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Atlético Madrid,1993-06-30,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Real Ávila,1993-06-30,Juan Carlos Álvarez,Senior,Segunda División B,3,False,0.0,nan
Atlético Madrid,1993-10-19,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Independiente,2004-08-02,Daniel Passarella,Senior,Argentine Primera División,1,True,0.8,nan
CA Talleres,2003-12-31,Héctor Rial,Senior,Argentine Primera División,1,True,0.8,nan
Chacarita Jrs.,2003-04-21,Carlos Timoteo Griguol,Senior,Argentine Primera División,1,True,0.8,nan
Atlético Madrid,1993-03-22,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Boca Juniors,1989-07-19,Héctor Rial,Senior,Argentine Primera División,1,True,0.8,nan
Standard Liège,2011-06-24,László Bölöni,Senior,Belgian Pro League,1,False,0.0,nan
Marseille,2001-11-30,Robert Nouzaret,Senior,Ligue 1,1,True,0.8,nan
Marseille,2001-07-25,José Anigo,Senior,Ligue 1,1,False,0.0,nan
Standard Liège,2000-12-21,Robert Waseige,Senior,Belgian First Division,1,True,0.8,nan
Standard Liège,1999-09-20,Jean-Michel Plaskie,Senior,Belgian First Division,1,True,0.8,nan
Piroozi FC,1998-01-03,Mohammad Reza Minavand,Senior,Iran Pro League,1,True,0.8,nan
Hajduk Split,1997-11-30,Joško Vardin,Senior,Prva HNL,1,True,0.8,nan
Al-Wasl,1997-06-30,Abdullah Al-Jasmi,Senior,UAE Pro League,1,False,0.0,nan
Fenerbahce,1995-06-30,Istanbul,Senior,Süper Lig,1,False,0.0,nan
FC Porto,1994-01-26,Artur Jorge,Senior,Primeira Liga,1,False,0.0,nan
Benfica,1992-10-25,Sven-Göran Eriksson,Senior,Primeira Liga,1,False,0.0,nan
Marseille,1991-09-28,Abel Brault,Senior,Ligue 1,1,True,0.8,nan
Atlético Madrid,1991-06-11,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Paris SG,1990-06-30,Tomislav Ivić,Senior,Ligue 1,1,True,0.8,nan
FC Porto,1988-06-30,António Morais,Senior,Primeira Liga,1,False,0.0,nan
Panathinaikos,1986-11-05,Alketas Panagoulias,Senior,Greek Super League,1,True,0.8,nan
Avellino,1986-06-30,Giovanni Di Canio,Senior,Serie B,2,True,0.8,nan
Dinamo Zagreb,1985-06-30,Tomislav Ivić,Senior,Prva HNL,1,False,0.0,nan
Galatasaray,1984-06-30,Tomislav Kaloperović,Senior,Turkish Super League,1,False,0.0,nan
RSC Anderlecht,1982-09-25,Pierre Carteus,Senior,Belgian First Division,1,True,0.8,nan
Hajduk Split,1980-06-30,Miljan Zeković,Senior,Prva HNL,1,False,0.0,nan
Ajax,1978-06-30,"Kohn, Stefan",Senior,Eredivisie,1,False,,nan
Hajduk Split,1976-06-30,Ljubomir Kovačević,Senior,Prva HNL,1,False,0.0,nan
HNK Sibenik,1973-06-30,Željko Čajkovski,Senior,Yugoslav First League,1,False,0.0,nan
Hajduk Yth.,1972-06-30,Miroslav Brozović,Youth,Youth League,Youth,False,0.0,nan
Atlético Madrid,1990-03-05,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Atlético Madrid,1989-06-30,Justo Tekieli,Senior,La Liga,1,True,0.8,nan
Atlético Madrid,1988-10-16,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Atlético Madrid,1988-06-30,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Atlético Madrid,1987-02-03,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Atlético Madrid,1980-03-25,Juan Carlos Lorenzo,Senior,La Liga,1,True,0.8,nan
Karlsruher SC,1982-06-30,Hansi Müller,Senior,2. Bundesliga,2,False,0.0,nan
FC Augsburg,1977-06-30,Rudolf Ehrhardt,Senior,German Bundesliga,2,True,0.8,nan
FC Schalke 04,1976-03-09,Heinrich Müller,Senior,Bundesliga,1,True,0.8,nan
1860 Munich,1975-04-19,Hans Schäfer,Senior,Bundesliga,1,False,,nan
Atlético Madrid,1973-06-30,Héctor Rial,Senior,La Liga,1,True,0.8,nan
Sevilla FC,1971-06-30,Juan Arza,Senior,La Liga,1,False,0.0,nan
1.FC Nuremberg,1969-03-24,Fritz Sterzik,Senior,Bundesliga,1,True,0.8,nan
1860 Munich,1966-12-10,Max Merkel,Senior,Bundesliga,1,False,0.0,nan
Bor. Dortmund,1961-07-31,Friedrich Wellmann,Senior,German Oberliga West,2,True,0.8,nan
Rapid Vienna,1958-06-30,Leopold Nitsch,Senior,Austrian Bundesliga,1,False,0.0,nan
HBS,1954-12-31,Jan van Mierlo,Senior,Eerste Divisie,2,False,0.0,nan
Vasco da Gama,1983-12-31,Mário Zagallo,Senior,Campeonato Brasileiro Série A,1,False,0.0,nan
Vasco da Gama,1979-12-31,Mário Zagallo,Senior,Campeonato Carioca,First Tier,False,0.0,nan
Monterrey,1979-06-30,Antonio López Herranz,Senior,Liga MX,1,False,0.0,nan
Santos,1977-12-31,Lula Hernandez,Senior,Campeonato Paulista,1,False,0.0,nan
Portuguesa,1976-06-30,Mário Zagallo,Senior,Campeonato Brasileiro Série A,1,True,0.8,nan
Grêmio,1972-12-31,Mário Zagallo,Senior,Campeonato Gaúcho,First Tier,False,,nan
América-RN,1970-12-31,João Saldanha,Senior,Campeonato Potiguar,Third Tier,False,0.0,nan
Benfica,1970-02-08,Beleno,Senior,Primeira Liga,1,True,0.8,nan
Atlético Madrid,1968-03-17,Helenio Herrera,Senior,La Liga,1,True,0.8,nan
Sporting CP,1966-06-30,Fernando Vaz,Senior,Primeira Liga,1,False,0.0,nan
FC Porto,1965-06-30,António Ribeiro,Senior,Primeira Liga,1,False,0.0,nan
Vasco da Gama,1963-10-31,Formiga,Senior,Campeonato Carioca,First Tier,True,0.8,nan
Marseille,1962-06-30,André Le May,Senior,French Division 1,1,True,0.8,nan
Sporting CP,1961-09-24,Fernando Vaz,Senior,Primeira Liga,1,True,0.8,nan
Belenenses,1961-03-13,Fernando Vaz,Senior,Primeira Liga,1,True,0.8,nan
Benfica,1959-06-14,Fernando Vaz,Senior,Primeira Liga,1,False,0.0,nan
Vasco da Gama,1953-12-31,Floriano Peixoto,Senior,Campeonato Carioca,First Tier,False,0.0,nan
Botafogo,1948-12-31,Fernando Guimarães,Senior,Campeonato Carioca,First Tier,False,0.0,nan
Badajoz ,1968-06-30,Juan Arza,Senior,Spanish Segunda División,2,False,0.0,nan
Atlético Madrid,1964-01-05,Helenio Herrera,Senior,La Liga,1,True,0.8,nan
Atlético Madrid,1964-01-01,Helenio Herrera,Senior,La Liga,1,True,0.8,nan
Extremadura,1955-06-30,Juan Hernández,Senior,Tercera División,4,False,0.0,nan
Castellón,1952-06-30,Juan José Nogués,Senior,Tercera División,4,False,,nan
Lérida,1951-01-08,Juan Zambudio Velasco,Senior,Spanish Segunda División,2,True,0.8,nan
Sabadell,1949-04-04,Joaquim Peris,Senior,Tercera División,4,True,0.8,nan
Atl. Aviación,1948-04-30,Juan Bujeiro,Senior,La Liga,1,True,0.8,nan
Castellón,1946-06-30,Juan José Nogués,Senior,Tercera División,4,False,0.0,nan
Granada CF,1945-06-30,Pepe Brand,Senior,La Liga,1,False,0.0,nan
Castellón,1944-10-09,Juan José Nogués,Senior,Tercera División,4,False,0.0,nan
Ikarus SE,1961-12-31,Ferenc Puskás,Senior,Hungarian League,Tier 1,False,0.0,nan
Zalaegerszeg,1959-12-31,József Mészáros,Senior,Hungarian First Division,1,False,0.0,nan
ETO FC Győr ,1955-12-31,Ferenc Puskás,Senior,Hungarian League,First Tier,False,0.0,nan
SZEOL,1954-12-31,József Mándi,Senior,Hungarian First League,1,False,0.0,nan
Dorog,1953-12-31,József Mándi,Senior,Hungarian First League,1,False,0.0,nan
Budapesti Vasas ,1952-12-31,Márton Bukovi,Senior,Hungarian League,Top Tier,False,0.0,nan
Békéscsaba,1950-12-31,József Páncsics,Senior,Hungarian First League,1,False,0.0,nan
Crisana Oradea,1937-06-30,Iuliu Bodola,Senior,Liga I,1,False,0.0,nan
Coimbra,1935-06-30,Fernando Vaz,Senior,Primeira Liga,1,False,0.0,nan
Sporting CP,1934-06-30,Joaquim Ferreira,Senior,Primeira Liga,1,False,0.0,nan
Athletic Madrid,1932-01-06,Richard Enrique Kennedy,Senior,La Liga,1,True,0.8,nan
Athletic Madrid,1930-06-30,Richard Enrique Kennedy,Senior,La Liga,1,False,0.0,nan
Flamengo,2024-12-31,Andrés D'Alessandro,Senior,Campeonato Brasileiro Série A,1,False,0.0,nan
Sevilla FC,2023-03-20,"Lopetegui, Julen",Senior,La Liga,1,True,0.8,nan
Marseille,2022-07-01,André Villas-Boas,Senior,Ligue 1,1,True,0.8,nan
Atlético-MG,2021-02-22,Dário Borges,Senior,Campeonato Brasileiro Série A,1,True,0.8,nan
Santos,2019-12-09,Jorge Sampaoli,Senior,Campeonato Paulista,First Tier,True,0.8,nan
Sevilla FC,2017-05-31,nan,nan,nan,n,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""Sevilla FC"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Unai Emery"",\n    ""end_of_spell"": ""2016-06-01"",\n    ""start_of_spell"": ""2013-12-26"",\n    ""league"": ""La Liga"",\n    ""tier"": ""1"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": 0.0\n  },\n  {\n    ""club_name"": ""Sevilla FC"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Gregorio Manzano"",\n    ""end_of_spell"": ""2012-12-20"",\n    ""start_of_spell"": ""2012-06-01"",\n    ""league"": ""La Liga"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.8\n  },\n  {\n    ""club_name"": ""Sevilla FC"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Míchel"",\n    ""end_of_spell"": ""2012-06-01"",\n    ""start_of_spell"": ""2010-06-01"",\n    ""league"": ""La Liga"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.7\n  },\n  {\n    ""club_name"": ""Sevilla FC"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Antonio Álvarez"",\n    ""end_of_spell"": ""2010-06-01"",\n    ""start_of_spell"": ""2007-06-01"",\n    ""league"": ""La Liga"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.6\n  }'}}"
CS Emelec,2010-12-31,Gustavo Benítez,Senior,Ecuadorian Serie A,1,True,0.8,nan
O'Higgins,2009-08-03,Isidro Santiago,Senior,Chilean Primera División,1,True,0.8,nan
Sport. Cristal,2007-05-05,Juan Carlos Oblitas,Senior,Peruvian Primera División,1,False,0.0,nan
Cor. Bolognesi,2006-12-31,Giovanni Fontana,Senior,Italian Serie C2,4,True,0.8,nan
Cor. Bolognesi,2005-12-31,Gustavo Ferrín,Senior,Peruvian Primera División,2,False,0.0,nan
Sport Boys,2003-12-31,Juan Carlos Carotti,Senior,Peruvian Primera División,1,True,0.8,nan
Juan Aurich,2002-12-31,Juan Carlos Oblitas,Senior,Peruvian Primera División,1,False,,nan
CA Argentino,1997-12-31,Carlos Timoteo Griguol,Senior,Argentine Primera División,1,False,0.0,nan
Adana Demirspor,2023-06-12,Nuri Uçar,Senior,Turkish Super League,1,True,0.8,nan
Fiorentina,2019-12-21,Vincenzo Montella,Senior,Serie A,1,True,0.8,nan
AC Milan,2017-11-27,"Montella, Sinisa",Senior,Serie A,1,True,0.8,nan
Sampdoria,2016-06-28,Sinnipepe,Senior,Serie A,1,True,0.8,nan
Fiorentina,2015-06-08,nan,nan,nan,n,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""Fiorentina"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Delio Rossi"",\n    ""end_of_spell"": ""2010-05-14T00:00:00.000Z"",\n    ""start_of_spell"": ""2007-06-01T00:00:00.000Z"",\n    ""league"": ""Serie A"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.8\n  },\n  {\n    ""club_name"": ""Fiorentina"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Cesare Prandelli"",\n    ""end_of_spell"": ""2008-05-30T00:00:00.000Z"",\n    ""start_of_spell"": ""2004-06-01T00:00:00.000Z"",\n    ""league"": ""Serie A"",\n    ""tier"": ""1"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": 0.2\n  },\n  {\n    ""club_name"": ""Fiorentina"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Laurent Blanc"",\n    ""end_of_spell"": ""2004-05-30T00:00:00.000Z"",\n    ""start_of_spell"": ""1991-06-01T00:00:00.000Z"",\n    ""league"": ""Serie A"",\n    ""tier"": ""1"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": 0.1\n  }'}}"
Catania,2012-06-05,Diego Simeone,Senior,Serie A,1,False,0.0,nan
AS Roma,2011-06-01,Luciano Spalletti,Senior,Serie A,1,False,0.0,nan
AS Rom Youth,2011-02-20,Cristiano Giuntoli,Youth,Italian Youth League,Youth,False,0.0,nan
Sevilla FC,2010-09-26,Juan de la Cruz,Senior,La Liga,1,True,0.8,nan
Coria CF,2011-06-30,Juan Carlos Pérez,Senior,Tercera División,4,True,0.8,nan
Real Jaén CF,2004-11-08,Juan Carlos,Senior,Tercera División,4,True,0.8,nan
Tomelloso,2004-06-30,Juan Carlos,Senior,Tercera División,4,True,0.8,nan
CD Linares,2003-06-30,Juan Carlos Álvarez,Senior,Segunda División B,3,True,0.8,nan
Castellón,2002-01-01,Juan Carlos Álvarez,Senior,Segunda División,2,True,0.8,nan
Sevilla FC,2000-06-30,nan,nan,nan,n,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""Sevilla FC"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""José María García Redondo"",\n    ""end_of_spell"": ""2000-06-30"",\n    ""start_of_spell"": ""1997-07-01"",\n    ""league"": ""La Liga"",\n    ""tier"": ""1"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": null\n  },\n  {\n    ""club_name"": ""Sevilla FC"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Juan Carlos Álvarez"",\n    ""end_of_spell"": ""2000-06-30"",\n    ""start_of_spell"": ""1999-07-01"",\n    ""league"": ""La Liga"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.5\n  }'}}"
Sevilla B,2000-03-07,Juan Carlos Álvarez,Reserve,Tercera División,4,False,,nan
Sevilla FC,1998-01-18,Joaquín Caparrós,Senior,La Liga,1,False,,nan
Cádiz CF,1996-12-15,Miguel Ángel Brindisi,Senior,Segunda División,2,True,0.8,nan
Sevilla FC,1996-01-25,Fernando Márquez,Senior,La Liga,1,True,0.8,nan
Sevilla B,1995-10-15,Juan Carlos Álvarez,Reserve,Tercera División,4,False,,nan
San Roque Lepe,1993-06-30,Juan Carlos Álvarez,Senior,Tercera División,4,False,0.0,nan
Flamurtari FC,2012-12-11,Edi Martini,Senior,Kategoria Superiore,1,True,0.8,nan
Albacete,2010-03-15,Gonzalo Arconada,Senior,Segunda División,2,True,0.8,nan
Atl. Ciudad,2009-11-30,Jorge Díaz,Senior,Mexican Primera División,1,True,0.8,nan
Cádiz CF,2008-06-30,Juan Carlos Álvarez,Senior,Segunda División,2,True,0.8,nan
Elche CF,2006-06-30,Joaquín Caparrós,Senior,Segunda División,2,False,0.0,nan
Ciudad Murcia,2005-05-03,Juan Carlos Álvarez,Senior,Segunda División B,3,True,0.8,nan
Poli Ejido,2004-06-01,Juan Carlos Álvarez,Senior,Segunda División B,3,False,,nan
Elche CF,2003-06-02,Miguel Ángel Alonso,Senior,Segunda División,2,True,0.8,nan
Albacete,2001-06-30,Tomás de la Torre,Senior,Segunda División,2,True,0.8,nan
Albacete,2000-05-07,Joaquín Caparrós,Senior,Segunda División,2,True,0.8,nan
Sevilla FC,1997-10-06,Joaquín Caparrós,Senior,La Liga,1,False,0.0,nan
Sevilla B,1997-01-01,Juan Carlos Álvarez,Reserve,Tercera División,4,False,0.0,nan
Barracas Bol.,1995-06-30,Carlos Timoteo Griguol,Senior,Argentine Primera División,1,False,0.0,nan
Elche CF,1994-06-30,Miguel Ángel Braga,Senior,Segunda División,2,True,0.8,nan
Albacete,1992-12-21,Tomás Rojo,Senior,La Liga,1,True,0.8,nan
Eivissa,1991-06-30,Miquel Àngel Nadal,Senior,Segunda División B,3,True,0.8,nan
Recr. Huelva,1989-12-18,Juan Carlos Álvarez,Senior,Segunda División B,3,False,0.0,nan
Maspalomas,1989-01-30,Juan Carlos,Senior,Tercera División,4,True,0.8,nan
Albacete,1987-06-30,Juan Carlos Álvarez,Senior,Segunda División,2,False,0.0,nan
Estudiantes,2004-06-30,Carlos Bilardo,Senior,Argentine Primera División,1,False,0.0,nan
Sevilla FC,1997-02-24,Joaquín Caparrós,Senior,La Liga,1,False,0.0,nan
Boca Juniors,1996-12-15,Carlos Bilardo,Senior,Argentine Primera División,1,False,,nan
Sevilla FC,1993-06-30,Tomislav Ivić,Senior,La Liga,1,True,0.8,nan
Estudiantes,1982-12-31,Ramón Díaz,Senior,Argentine Primera División,1,False,0.0,nan
San Lorenzo,1979-12-31,Juan Carlos Lorenzo,Senior,Argentine Primera División,1,False,0.0,nan
Deportivo Cali,1979-06-30,Antonio Ríos,Senior,Categoría Primera A,1,False,0.0,nan
Estudiantes,1975-12-31,Ramón Díaz,Senior,Argentine Primera División,1,False,0.0,nan
Estudiantes,1971-12-31,Ramón Díaz,Senior,Argentine Primera División,1,False,0.0,nan
Kazma SC,2019-03-03,Abdulaziz Al-Mutawa,Senior,Kuwaiti Premier League,1,True,0.8,nan
Tractor Sazi,2015-12-08,Mehdi Din Mohammadi,Senior,Iran Pro League,1,True,0.8,nan
Tractor Sazi,2014-06-30,Mohammad Reza Minavand,Senior,Iran Pro League,1,True,0.8,nan
Tractor Sazi,2013-05-13,Mohammad Reza Minavand,Senior,Iran Pro League,1,True,0.8,nan
Ittihad Club,2011-05-15,Ahmed Fawzi,Senior,Saudi Pro League,1,True,0.8,nan
Sharjah FC,2009-06-30,Srećko Jocić,Senior,UAE Pro League,1,True,0.8,nan
Al-Ettifaq,2008-06-30,Mohammed Al-Kharashy,Senior,Saudi Pro League,1,True,0.8,nan
El Ahly,2003-11-15,Mohamed Youssef,Senior,Egyptian Premier League,1,False,0.0,nan
SY Ginde,2002-12-31,Pim Verbeek,Senior,A-League,1,False,0.0,nan
Benfica,2001-12-28,nan,nan,nan,n,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""Benfica"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Jorge Jesus"",\n    ""end_of_spell"": ""2000-05-31"",\n    ""start_of_spell"": ""1997-07-01"",\n    ""league"": ""Primeira Liga"",\n    ""tier"": ""1"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": 0.0\n  },\n  {\n    ""club_name"": ""Benfica"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""António Oliveira"",\n    ""end_of_spell"": ""2000-05-31"",\n    ""start_of_spell"": ""1998-07-01"",\n    ""league"": ""Primeira Liga"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.8\n  }'}}"
Sevilla FC,1995-10-15,Fernando Miera,Senior,La Liga,1,True,0.8,nan
G. Bordeaux,1995-03-23,Gernot Rohr,Senior,Ligue 1,1,True,0.8,nan
Benfica,1994-06-30,Sven-Göran Eriksson,Senior,Primeira Liga,1,False,0.0,nan
Benfica,1989-05-30,Serafim,Senior,Primeira Liga,1,True,0.8,nan
Atlco. Marbella,1996-03-05,Tomás Giraldo,Senior,Segunda División B,3,True,0.8,nan
Xerez CD,1994-06-30,Juan Carlos Álvarez,Senior,Segunda División B,3,False,,nan
UD Las Palmas,1991-01-28,Juan Luís García,Senior,La Liga,1,True,0.8,nan
Xerez CD,1990-06-30,Juan Carlos Álvarez,Senior,Segunda División B,3,False,0.0,nan
Recr. Huelva,1988-06-30,Juan Carlos Álvarez,Senior,Segunda División,2,False,0.0,nan
Cádiz CF,1987-03-16,Mariano García Lara,Senior,Segunda División,2,False,0.0,nan
Sevilla FC,1986-06-30,Tomislav Kalogeropoulos,Senior,La Liga,1,True,0.8,nan
FC Tirol,1991-12-01,Fritz Schmid,Senior,Austrian Bundesliga,1,False,0.0,nan
Hamburger SV,1987-06-30,Ottmar Hitzfeld,Senior,Bundesliga,1,False,,nan
Standard Liège,1981-06-30,Tomislav Kalocsay,Senior,Belgian First Division,1,True,0.8,nan
KRC Harelbeke,1979-06-30,Gustave Goossens,Senior,Belgian First Division,1,False,,nan
Club Brugge,1978-10-31,Pierre Carteus,Senior,Belgian First Division,1,False,,nan
Sevilla FC,1973-12-17,Villarreal,Senior,La Liga,1,True,0.8,nan
Feijenoord,1973-04-29,Wim Voogd,Senior,Eredivisie,1,False,,nan
ADO,1969-03-13,Kees Rijvers,Senior,Eredivisie,1,False,,nan
Atlético Ceuta,1973-06-30,Juan Arza,Senior,Tercera División,4,False,0.0,nan
Sevilla FC,1972-03-06,Villalonga,Senior,La Liga,1,True,0.8,nan
Sevilla B,1972-02-28,Juan Arza,Reserve,Tercera División,4,False,0.0,nan
Extremadura,1964-06-30,Juan Hernández,Senior,Spanish Segunda División,2,False,0.0,nan
Montreux-Sports,1987-06-30,Jean-Michel Berthod,Senior,Swiss Challenge League,2,True,0.8,nan
AO Trikala,1983-06-30,Giannis Vasilopoulos,Senior,Greek Second Division,2,True,0.8,nan
Panionios,1978-12-13,Giannis Vazaios,Senior,Greek First Division,1,True,0.8,nan
Alianza Lima,1976-06-30,Marino Neri,Senior,Peruvian Primera División,1,False,0.0,nan
Panionios,1975-10-07,Giannis Vazaios,Senior,Greek Alpha Ethniki,1,False,0.0,nan
AE Larisa,1975-03-04,Giannis Vasilopoulos,Senior,Greek Alpha Ethniki,1,False,0.0,nan
Panionios,1974-06-30,Giannis Vazaios,Senior,Greek Alpha Ethniki,1,False,0.0,nan
Alianza Lima,1972-12-31,Delfín Benítez,Senior,Peruvian Primera División,1,False,0.0,nan
Sevilla FC,1972-02-27,Juan Arza,Senior,La Liga,1,False,,nan
Chaux-de-Fonds,1971-06-30,Bobby Kemp,Senior,Swiss Super League,1,True,0.8,nan
Olympiacos,1970-12-02,Stefanos Korai,Senior,Greek Super League,1,False,0.0,nan
Panachaiki,1970-06-30,Giannis Vazaios,Senior,Greek Alpha Ethniki,1,False,0.0,nan
Bolívar,1968-06-30,Juan López Fretes,Senior,Liga Boliviana,1,True,0.8,nan
Libertad,1963-06-30,Juan Eduardo Hohberg,Senior,Paraguayan Primera División,1,False,0.0,nan
Bolívar,1962-06-30,Juan López,Senior,Liga Boliviana,1,False,0.0,nan
Ferro,1961-12-31,Juan Carlos Fonda,Senior,Argentine Primera División,1,True,0.8,nan
Sport Boys,1958-06-30,Juan Carlos Muñoz,Senior,Peruvian Primera División,1,False,0.0,nan
Castellón,1957-03-24,Juan Zubieta,Senior,Segunda División,2,False,0.0,nan
Real Jaén CF,1954-06-30,Juan Hernández,Senior,Tercera División,4,False,0.0,nan
Sevilla FC,1942-06-30,Miguel García Redondo,Senior,La Liga,1,True,0.8,nan
Sevilla FC,1941-06-30,Miguel García Redondo,Senior,La Liga,1,True,0.8,nan
Sevilla FC,1942-03-22,Mango,Senior,La Liga,1,True,0.8,nan
UD Las Palmas,2024-06-30,Pablo Machín,Senior,La Liga,1,True,0.8,nan
Barça U19,2018-04-24,Sergi González,Youth,La Liga Youth League,Youth,False,,nan
Barcelona YL,2018-04-24,Sergi Barjuán,Youth,La Liga Youth League,Youth,False,0.0,nan
Barça U18,2017-10-24,Sergi González,Youth,La Liga Youth League,Youth,False,,nan
