club_name,end_of_spell,manager,Level,league,tier,sacked,probability_of_sacking_true,error
FC Rouen 1899,2021-12-13,Pierre-Alain Frau,Senior,Ligue 2,Second Tier,True,0.8,
FC Rouen 1899,2021-06-30,Pierre-Alain Frau,Senior,Ligue 2,2,False,0.0,
Louh.-Cuiseaux,2017-06-30,Jean-Luc Fournier,Senior,French National 2,4,False,0.0,
Cuiseaux B,2015-06-30,Jean-Luc Fournier,Senior,French National 3,5,False,0.0,
Louh.-Cuiseaux,2014-06-30,Jean-Luc Fournier,Senior,French National,4,True,0.8,
SO Romorantin,2010-05-29,Jean-Luc Fournier,Senior,French National,4,True,0.8,
FC Gueugnon,2008-06-30,Jean-Luc Kotidis,Senior,Ligue 2,2,True,0.8,
FC Gueugnon B,2007-10-09,Jean-Luc Kotanyi,Reserve,French Fourth Division,4,False,0.0,
FC Gueugnon U19,2000-06-30,Jean-Luc Kotanyi,Youth,French Youth League,Tier 4,False,0.0,
FC Montceau B.,2021-06-30,Jean-Luc Fournier,Senior,French National 2,4,False,0.0,
Unknown,2018-06-30,Unknown,Senior,English Football League,League Two,False,0.0,
ASF Andrézieux-B,2015-05-15,Jean-Luc Fournier,Senior,French National 2,4,True,0.8,
US Ivry,2012-10-29,Jean-Luc Fournier,Senior,French National 3,5,False,0.0,
UF Mâcon,2012-06-08,Jean-Luc Fournier,Senior,French National,4,True,0.8,
Louh.-Cuiseaux,2007-06-30,Jean-Luc Fournier,Senior,French National,4,False,0.0,
Thonon,2006-06-30,Jean-Luc Fournier,Senior,French Ligue 2,Second Tier,True,0.8,
Al-Ittihad,2018-06-07,Hassan Al-Mohammed,Senior,Saudi Pro League,1,True,0.8,
Al-Merrikh SC,2017-08-26,Ahmed Fawzi,Senior,Sudan Premier League,1,True,0.8,
Al-Merrikh SC,2016-11-17,Ahmed Fawzi,Senior,Sudan Premier League,1,True,0.8,
CS Constantine,2014-11-11,Nabil Mourgui,Senior,Ligue 1,2,True,0.8,
CS Constantine,2013-12-08,Nabil Neghiz,Senior,Ligue 1,2,True,0.8,
Al-Hilal,2013-04-16,Morten Olsen,Senior,Saudi Pro League,1,True,0.8,
Wydad AC,2011-01-01,Moulay Anuar Hadji,Senior,Botola,1,True,0.8,
TP Mazembe,2010-09-08,Robert Nouzaret,Senior,Congo Ligue 1,1,False,0.0,
Jura Sud,2008-12-31,Jean-Luc Fournier,Senior,French National,4,False,0.0,
TP Mazembe,2004-08-02,Marius Mpondo,Senior,DR Congo Ligue 1,1,False,0.0,
UF Mâcon,2002-06-30,Jean-Luc Fournier,Senior,French National,4,True,0.8,
JC Abidjan,2000-04-30,Jean-Pierre Bocquet,Senior,Côte d'Ivoire Premier Division,1,True,0.8,
Chasselay,2000-03-31,Jean-Luc Fournier,Senior,French National,4,True,0.8,
Jura Sud,1999-12-31,Jean-Luc Fournier,Senior,French National,4,False,0.0,
FC Vaulx-en-Vel,1997-06-30,Jean-Luc Fournier,Senior,French National,4,True,0.8,
Bourg-Péronnas,1996-06-30,Jean-Luc Kotanyi,Senior,French Ligue 2,Second Tier,True,0.8,
Besançon RC,1995-06-30,Jean-Luc Girard,Senior,French Division 2,2,False,0.0,
RC Lons-le-Saunier,1992-06-30,Jean-Luc Girard,Senior,French Division 2,Second Tier,True,0.8,
CS Cuiseaux-Louh,1986-06-30,Jean-Luc Girard,Senior,French Division 4,4,False,0.0,
Bourg-en-Bresse,2023-06-30,Hervé Dall'Oglio,Senior,Ligue 2,2,True,0.8,
SAS Epinal,2022-06-30,Laurent Roussey,Senior,Ligue 2,2,False,0.0,
Jura Sud,2021-04-16,Jean-Luc Fournier,Senior,French National 2,5,True,0.8,
AS Moulins,2012-06-30,Jean-Luc Fournier,Senior,French National,4,True,0.8,
US Orléans 45,2007-06-30,Jean-Luc Kotanyi,Senior,French National,4,True,0.8,
Louh.-Cuiseaux,2005-06-30,Jean-Luc Fournier,Senior,French National,4,False,0.0,
FC Montceau B.,2004-06-30,Jean-Luc Fournier,Senior,French National,4,True,0.8,
FC Fleury 91,2023-06-30,Patrick Léon,Senior,Ligue 2,2,False,0.0,
Fleury 91 U19,2018-06-30,Jean-Luc Fournier,Youth,Ligue Régionale Auvergne-Rhône-Alpes,U19,False,0.0,
FC Chambly Oise,2025-06-30,Hervé Dalliance,Senior,Ligue 2,2,True,0.8,
Les Herbiers VF,2022-06-30,Fabrice Desprez,Senior,French National 2,4,False,0.0,
Les Herbiers VF,2018-01-16,Fabrice Desprez,Senior,French National 2,4,True,0.8,
Luçon VF,2016-08-06,Fabien Azière,Senior,French National,4,True,0.8,
US Créteil-L,2022-06-30,Fabrice Jaurégui,Senior,Ligue 2,2,True,0.8,
SC Lyon,2020-12-19,Rudi Garcia,Senior,Ligue 1,1,True,0.8,
Quevilly,2020-06-30,Olivier Frapolli,Senior,Ligue 2,2,False,0.0,
AFC Compiègne,2013-06-30,Jean-Luc Fournier,Senior,French National,5,True,0.8,
FC Rouen 1899,2012-06-24,Pierre Dréossi,Senior,Ligue 2,Second Tier,True,0.8,
FC Rouen B,2012-03-14,Jean-Luc Fournier,Reserve,CFA,5,True,0.8,
FC Rouen U19,2009-06-30,Jean-Luc Kotanyi,Youth,Ligue de Normandie,Regional,False,0.0,
CMS Oissel,2006-06-30,Jean-Luc Fournier,Senior,French National,4,False,0.0,
US Créteil-L,2021-03-15,Fabrice Desage,Senior,Ligue 2,2,True,0.8,
US Créteil-L,2021-06-30,Fabrice Mahé,Senior,Ligue 2,2,True,0.8,
Dhofar Club,2017-06-30,Mohammed Al-Shammari,Senior,Oman Professional League,1,True,0.8,
Fanja SC,2016-11-01,Ahmed Abdullah,Senior,Oman Professional League,1,True,0.8,
Al-Nahda,2014-05-25,Hamad Al-Matrooshi,Senior,Saudi Pro League,1,True,0.8,
Sanjoanense,2012-06-30,João Mendes,Senior,Primeira Liga,1,False,0.0,
Sanjoanense U19,2011-06-30,João Manuel,Youth,Campeonato Nacional de Futebol de Juventude,3,True,0.8,
Sanjoanense,2011-06-30,João Mendes,Senior,Primeira Liga,1,True,0.8,
Esmoriz,2005-06-30,João Manuel,Senior,Campeonato de Portugal,Third Tier,False,0.0,
Sanjoanense,2024-06-30,Rui Pedro,Senior,Campeonato de Portugal,2,True,0.8,
US Créteil-L,2020-12-19,Fabrice Villeneuve,Senior,Ligue 2,2,False,0.0,
Cesarense,2018-01-29,Ricardo Soares,Senior,Campeonato de Portugal,3,True,0.8,
US Lusitanos,2017-06-30,Jean-Luc Fournier,Senior,French National 2,4,True,0.8,
Salgueiros,2013-06-30,Raul Moura,Senior,Portuguese Second Division,2,True,0.8,
Arouca,2009-12-07,António Sousa,Senior,Primeira Liga,1,True,0.8,
AD Lousada,2009-02-16,João Carlos Pereira,Senior,Campeonato de Portugal,Third Tier,True,0.8,
Maia,2008-06-30,João Alves,Senior,Portuguese Second Division,2,False,0.0,
US Lusitanos,2023-04-18,Jean-Luc Fournier,Senior,French National 3,5,True,0.8,
SO Romorantin,2022-03-08,Jean-Luc Vasseur,Senior,French National 2,5,True,0.8,
US Créteil-L,2018-05-17,Fabrice Desage,Senior,Ligue 2,Second Tier,True,0.8,
USM Saran,2017-11-30,Mehdi Talebi,Senior,Ligue 2,2,True,0.8,
US Créteil-L,2017-11-30,Pierre Fernandes,Senior,Ligue 2,2,True,0.8,
US Créteil-L,2018-06-22,Pierre Fernandes,Senior,Ligue 2,2,True,0.8,
US Créteil-L,2015-01-07,Patrick Léon,Senior,Ligue 2,Second Tier,True,0.8,
Tarbes Pyrénées,2011-06-01,Jean-Louis Garcia,Senior,French Fourth Division,4,True,0.8,
Tarbes Pyrénées,2009-06-30,Jean-Louis Garcia,Senior,French Fourth Division,4,False,,
Lab.de Neste,2005-06-30,Juhani Himanen,Senior,Veikkausliiga,1,False,,
Tarbes Pyrénées,2004-06-30,Jean-Louis Garcia,Senior,French Fourth Division,4,False,0.0,
US Créteil,2001-06-30,Jean-Luc Antiga,Senior,Ligue 2,2,True,0.8,
Potigny,2019-06-30,Jean-Luc Fournier,Senior,French National 3,5,False,0.0,
FC Sens,2018-06-30,Alain Perrin,Senior,Swiss Challenge League,2,True,0.8,
Claye-Souilly,2014-06-30,Jean-Luc Fournier,Senior,French National 3,5,False,0.0,
Château-Thierry FC,2012-06-30,Jean-Luc Fournier,Senior,French National Championship,4,True,0.8,
Champigny,2009-06-30,Jean-Luc Fournier,Senior,French National,4,True,0.8,
ASA Issy,2002-06-30,Jean-Luc Fournier,Senior,French National,4,False,0.0,
Saint-Médard,2001-06-30,Jean-Luc Fournier,Senior,French National,4,True,0.8,
ASA Issy,1999-06-30,Jean-Luc,Senior,French National,4,True,0.8,
US Créteil,1997-06-30,Jean-Luc Antiga,Senior,Ligue 2,2,False,0.0,
Chamois Niort,2023-03-08,Pascal Dupraz,Senior,Ligue 2,2,True,0.8,
Niort B,2023-02-01,Pierre Fernandes,Reserve,French National 2,4,True,0.8,
Chamois Niort,2022-06-30,Pascal Dupraz,Senior,Ligue 2,2,False,0.0,
Niort U19,2020-06-30,Olivier Echouafni,Youth,France - U19,Youth,False,0.0,
Chamois Niort,2022-09-03,Didier Tholot,Senior,Ligue 2,2,True,0.8,
Chamois Niort,2022-08-07,Didier Tholot,Senior,Ligue 2,2,True,0.8,
Wydad AC,2020-02-25,Faouzi Benzarti,Senior,Botola,1,True,0.8,
Pyramids FC,2019-12-19,Hossam Hassan,Senior,Egyptian Premier League,1,True,0.8,
Ismaily,2017-12-27,Hossam Hassan,Senior,Egyptian Premier League,1,True,0.8,
Wydad AC,2017-01-06,Mouhcine Idriss,Senior,Botola,1,True,0.8,
JS Saoura,2016-08-31,Mohamed Henia,Senior,Algerian Ligue 1,1,True,0.8,
Dubai CSC,2016-06-30,Ahmed Al-Shamsi,Senior,UAE Pro League,1,True,0.8,
C.R.D. Libolo,2015-10-04,Ricardo Surata,Senior,Angolan Girabola,1,True,0.8,
Esperance,2014-09-16,Faouzi Benzarti,Senior,Tunisian Ligue 1,1,True,0.8,
Esperance,2014-01-18,Faouzi Benzarti,Senior,Tunisian Ligue 1,1,True,0.8,
Coton Sport FC,2013-11-04,Martin Ntamack,Senior,Cameroon Premier League,1,True,0.8,
ASEC Mimosas,2012-10-05,Gaston Paulin,Senior,Ligue 1,Top Tier,True,0.8,
ES Cannet,2010-10-24,Jean-Luc Fournier,Senior,French National,4,True,0.8,
ES Cannet,2006-07-01,Jean-Luc Assensi,Senior,French Fourth Division,4,False,0.0,
Chamois Niort,2019-01-14,Alain Perrin,Senior,Ligue 2,2,True,0.8,
Niort B,2018-06-30,Pierre Fernandes,Reserve,CFA 2,5,False,0.0,
Chamois Niort,2018-05-28,Alain Perrin,Senior,Ligue 2,2,True,0.8,
Chamois Niort,2016-06-30,Gustave Desmenez,Senior,Ligue 2,2,True,0.8,
Niort B,2018-02-26,Pierre Fernandes,Reserve,CFA 2,5,False,0.0,
Angers SCO,2015-08-07,Stéphane Moulin,Senior,Ligue 2,2,True,0.8,
La Roche Vendée,2011-06-30,Jean-Luc Vasseur,Senior,French National,4,True,0.8,
Thouars Foot 79,2010-06-30,Jean-Luc Fournier,Senior,French National,4,True,0.8,
Chamois Niort,2018-02-26,Alain Perrin,Senior,Ligue 2,2,True,0.8,
Paris FC,2015-11-28,Pierre Dreossi,Senior,Ligue 2,Second Tier,True,0.8,
Carquefou,2014-06-30,Jean-Luc Vasseur,Senior,Ligue 2,Second Tier,True,0.8,
USSA Vertou,2002-06-30,Jean-Luc Fournier,Senior,French National,4,False,0.0,
Unknown,2001-06-30,Unknown,Senior,English Football League,Third Tier,False,0.5,
FC Nantes U19,1996-06-30,Jean-Claude Suaudeau,Youth,Youth League,Youth,False,0.0,
KSK Beveren,2006-03-08,Gustave Ferrier,Senior,Belgian First Division,1,True,0.8,
Chamois Niort,2005-01-13,Jean-Luc Kotanyi,Senior,Ligue 2,Second Tier,True,0.8,
SO Romorantin,2004-06-30,Jean-Luc Fournier,Senior,French National,4,True,0.8,
SO Romorantin,1999-06-30,Jean-Luc Kotanyi,Senior,French National,4,True,0.8,
CS Fontainebleau,1998-06-30,Jean-Luc Fournier,Senior,French National Championship,4,True,0.8,
Wasquehal,2017-12-27,Jean-Luc Fournier,Senior,French National,4,True,0.8,
Entente SSG,2022-06-30,Jean-Luc Fournier,Senior,Ligue 2,2,True,0.8,
Racing CFF,2019-06-30,Juan Carlos Gómez,Senior,Liga Nacional,2,True,0.8,
Wasquehal,2017-12-31,Jean-Luc Vasseur,Senior,French National,4,True,0.8,
L'Aumône,2017-06-30,Jean-Luc Fournier,Senior,French National 3,5,True,0.8,
Paris FC B,2014-06-30,Olivier Echouafni,Reserve,CFA 2,5,False,0.0,
SC Hazebrouck,2020-06-30,Jean-Luc Vasseur,Senior,French National 3,5,False,0.0,
Wasquehal,2017-06-30,Jean-Luc Sassus,Senior,French National,4,True,0.8,
Béthune,2016-06-30,Jean-Luc Fournier,Senior,French National 2,4,True,0.8,
US Marquette,2013-06-30,Alain Perrin,Senior,Ligue 2,Second Tier,True,0.8,
JA Armentières,2011-06-30,Jean-Luc Fournier,Senior,French National 3,5,True,0.8,
JA Armentières,2006-03-31,Jean-Luc Fournier,Senior,French National,5,True,0.8,
Tourcoing FC,2023-06-30,Jean-Luc Fournier,Senior,French National 2,4,False,0.0,
EFAFC,2019-06-30,Graham Westley,Senior,English Football League Two,4,True,0.8,
Wasquehal,2016-06-30,Jean-Luc Sassus,Senior,French National,4,True,0.8,
IC de Croix,2012-11-28,Jean-Luc Furlan,Senior,Belgian Third Division,4,True,0.8,
Wasquehal,2012-11-29,Jean-Luc Vasseur,Senior,French National,4,True,0.8,
Wasquehal,2006-06-30,Jean-Luc Fournier,Senior,French National,4,False,,
Wasquehal,2004-02-01,Jean-Luc Fournier,Senior,French National,3,True,0.8,
Wasquehal,2001-06-30,Jean-Luc Fournier,Senior,French National,3,True,0.8,
SC Feignies,2016-07-01,Jean-Luc Fournier,Senior,French National,4,True,0.8,
Wasquehal,2011-06-30,Jean-Luc Vasseur,Senior,French National,4,True,0.8,
US Lesquin,2009-06-30,Jean-Luc Fournier,Senior,French Fourth Division,4,True,0.8,
LOSC Lille U19,1997-07-01,Jean-Michel Van den Broeck,Youth,France - U19,Youth,False,0.0,
Tourcoing FC,2019-05-17,Jean-Luc Fournier,Senior,French National 2,4,True,0.8,
Wasquehal,2009-06-05,Jean-Luc Fournier,Senior,French National,4,True,0.8,
Wasquehal,2002-06-30,Jean-Luc Fournier,Senior,French Division 2,Second Tier,True,0.8,
Wasquehal,2001-09-30,Jean-Luc Fournier,Senior,French National,3,True,0.8,
Châtellerault,1995-06-30,Jean-Luc Kotanyi,Senior,French National,4,True,0.8,
Wasquehal,1998-06-30,Jean-Luc Kotanyi,Senior,French Division 2,2,False,,
ASF Andrézieux-B,2019-10-07,Jean-Luc Sassus,Senior,French National 2,4,True,0.8,
Fréjus-St-Raph.,2018-05-29,Jean-Luc Fournier,Senior,French National 2,4,True,0.8,
Fréjus-St-Raph.,2017-09-09,Jean-Luc Fournier,Senior,French National 2,4,True,0.8,
Clermont U19,2017-06-30,Alain Perrin,Youth,France - U19,Youth,False,,
Clermont B,2016-05-10,Alain Papin,Reserve,French National 3,5,True,0.8,
Clermont FA,2016-07-01,Alain Perrin,Senior,Ligue 2,2,True,0.8,
Clermont FA,2004-02-03,Alain Perrin,Senior,French Ligue 2,Second Tier,True,0.8,
FC Sion,2023-06-30,Mohamed Amine Kacemi,Senior,Swiss Super League,1,True,0.8,
AS Cannes U19,2023-03-05,Jean-Luc Fournier,Youth,French Youth League,Tier 3,True,0.8,
Cannes,2019-12-31,Eric Guérit,Senior,French National,5,True,0.8,
US Gravelinoise,2016-06-30,Jean-Luc Fournier,Senior,French National,4,True,0.8,
Tarbes Pyrénées,2015-06-03,Jean-Louis Garcia,Senior,French Football Federation,5th Tier,True,0.8,
USL Dunkerque,2012-01-31,Jean-Luc Fournier,Senior,French National,4,True,0.8,
USL Dunkerque,2010-02-27,Jean-Luc Fournier,Senior,French National,4,True,0.8,
Cannes,2017-06-08,Gilles Huard,Senior,French National,4,True,0.8,
Cannes,2016-06-30,Jean-Marc Furlan,Senior,French National,5,True,0.8,
RFC Seraing,2022-06-30,Nordin Jbari,Senior,Belgian First Division B,2,True,0.8,
Le Pontet,2016-03-12,Jean-Luc Bertrand,Senior,French National 2,5,True,0.8,
Cannes,2015-06-24,Jean-Michel Cavalli,Senior,French National,4,True,0.8,
Fréjus-St-Raph.,2015-12-21,Jean-Luc Fournier,Senior,French National 2,4,True,0.8,
Cannes,2014-07-01,Jean-Marc Furlan,Senior,French Ligue 3,4,True,0.8,
SO Romorantin,2008-05-20,Jean-Luc Fournier,Senior,French National,4,True,0.8,
Paris FC,2007-05-02,Alain Giresse,Senior,Ligue 2,Second Tier,True,0.8,
Viry-Châtillon,2003-12-01,Jean-Luc Fournier,Senior,French National,4,True,0.8,
Fréjus,1997-06-01,Jean-Luc Laurent,Senior,French Division 2,2,False,0.0,
Endoume,1993-06-30,Jean-Luc Fournier,Senior,French National,3,True,0.8,
Cannes,2007-06-30,Jean-Luc Fournier,Senior,French National,4,True,0.8,
AS Cannes U19,2002-06-30,Jean-Luc Fournier,Youth,French Youth League,Youth,False,0.0,
ES Cannet,2015-06-30,Jean-Luc Fournier,Senior,French National 2,4,False,0.0,
ES Cannet,2006-06-30,Jean-Luc Fournier,Senior,French National,4,False,0.0,
Cannes B,2004-06-30,Jean-Luc Fournier,Senior,French Fourth Division,4,True,0.8,
Cannes,2002-09-01,Jean-Luc Fournier,Senior,French National,4,True,0.8,
EF Bastia,1998-06-30,Giovanni Bartolini,Senior,Ligue 1,1,False,0.0,
JS Cugnaux,1994-06-30,Jean-Luc Fournier,Senior,French Fourth Division,4,False,0.0,
UMS Montélimar,1988-06-30,Jean-Luc Girard,Senior,French Division 3,3,False,0.0,
Cannes,1998-06-30,Jean-Luc Fournier,Senior,French National,4,True,0.8,
Cannes,1995-09-30,Jean-Luc Fournier,Senior,French Division 2,Second Tier,True,0.8,
Cannes,1995-09-14,Jean-Luc Laurent,Senior,French Division 3,3,True,0.8,
Cannes,2004-06-30,Jean-Luc Fournier,Senior,French National,4,True,0.8,
Cannes,1983-06-30,Jean-Michel Larqué,Senior,French Division 2,Second Tier,True,0.8,
Cannes,1976-06-30,Jean-Michel Larqué,Senior,French Division 2,2,True,0.8,
Cannes,1962-06-30,Jean Roze,Senior,French Division 2,Second Tier,False,0.0,
RC Paris,1965-06-30,Ivan Toplak,Senior,French Division 1,1,True,0.8,
Red Star OA,1961-06-30,Milan Ognjanović,Senior,Yugoslav First League,1,False,0.0,
Cannes,1959-06-30,Jean Roze,Senior,French Division 2,2,True,0.8,
Red Star OA,1958-06-30,Milan Ognjanović,Senior,Yugoslav First League,1,False,0.0,
RC Paris,1952-09-05,Ivan Rebrov,Senior,French Division 1,1,False,0.0,
Red Star Ol.,1935-06-30,Bora Vukadinović,Senior,Kingdom of Yugoslavia First League,1,False,0.0,
Cannes,1939-06-30,Jean Baptiste,Senior,French Division 2,2,False,0.0,
SC Lyon,2021-06-30,Rudi Garcia,Senior,Ligue 1,1,True,0.8,
Stade Lavallois,2019-05-28,Pierre-Eric Mendy,Senior,Ligue 2,2,True,0.8,
Stade Lavallois,2018-11-16,Pierre-Eric Mendy,Senior,Ligue 2,2,True,0.8,
Stade Lavallois,2020-06-30,Frederic Bompas,Senior,Ligue 2,2,True,0.8,
Valenciennes FC,2018-06-20,Daniel Sanchez,Senior,Ligue 2,Second Tier,True,0.8,
AC Arles-Avignon,2012-06-05,Alain Perrin,Senior,Ligue 2,2,True,0.8,
OGC Nice B,2020-06-30,Patrick Vieira,Senior,Ligue 1,1,False,0.0,
Monaco,2019-04-18,Leonardo Jardim,Senior,Ligue 1,1,True,0.8,
Stade Lavallois,2018-06-07,Pierre-Eric Mendy,Senior,Ligue 2,Second Tier,True,0.8,
Red Star FC,2016-12-11,Slaviša Jokanović,Senior,Serbian SuperLiga,1,True,0.8,
OGC Nice B,2014-07-18,René Girard,Senior,Ligue 1,1,True,0.8,
OGC Nice,2013-06-30,,,,,,,"Error code: 400 - {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': '{\n    ""club_name"": ""OGC Nice"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Eddie Howe"",\n    ""end_of_spell"": ""2013-06-30"",\n    ""start_of_spell"": ""2011-12-01"",\n    ""league"": ""Ligue 1"",\n    ""tier"": ""1"",\n    ""sacked"": false,\n    ""probability_of_sacking_true"": 0.0\n  },\n  {\n    ""club_name"": ""OGC Nice"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""René Marsiglia"",\n    ""end_of_spell"": ""2011-12-01"",\n    ""start_of_spell"": ""2009-06-01"",\n    ""league"": ""Ligue 1"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.8\n  },\n  {\n    ""club_name"": ""OGC Nice"",\n    ""team_level"": ""Senior"",\n    ""manager"": ""Gustave Moure"",\n    ""end_of_spell"": ""2009-06-01"",\n    ""start_of_spell"": ""2006-06-01"",\n    ""league"": ""Ligue 1"",\n    ""tier"": ""1"",\n    ""sacked"": true,\n    ""probability_of_sacking_true"": 0.7\n  }'}}"
Amiens SC B,2010-06-30,Jean-Marc Ettori,Reserve,CFA 2,5,False,0.0,
Amiens SC,2005-06-30,Gilles Bourges,Senior,Ligue 2,2,False,0.0,
LB Châteauroux,2023-06-30,Jean-Luc Vasseur,Senior,Ligue 2,2,True,0.8,
LB Châteauroux,2022-11-29,Jean-Luc Vasseur,Senior,Ligue 2,2,True,0.8,
Marseille B,2022-06-30,Antoine Siberski,Reserve,French Ligue 2,Second Tier,False,0.0,
Montreal,2019-06-30,Sigi Schmid,Senior,Major League Soccer,1,True,0.8,
Olymp. Lyon B,2017-06-30,Régis Brouard,Reserve,French Ligue 2,Second Tier,False,0.0,
Olymp. Lyon U19,2015-06-30,,,,,,,"9 validation errors for Spells
club_name
  Field required [type=missing, input_value={'data': [{'club_name': '...of_sacking_true': 0.0}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.7/v/missing
team_level
  Field required [type=missing, input_value={'data': [{'club_name': '...of_sacking_true': 0.0}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.7/v/missing
manager
  Field required [type=missing, input_value={'data': [{'club_name': '...of_sacking_true': 0.0}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.7/v/missing
end_of_spell
  Field required [type=missing, input_value={'data': [{'club_name': '...of_sacking_true': 0.0}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.7/v/missing
start_of_spell
  Field required [type=missing, input_value={'data': [{'club_name': '...of_sacking_true': 0.0}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.7/v/missing
league
  Field required [type=missing, input_value={'data': [{'club_name': '...of_sacking_true': 0.0}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.7/v/missing
tier
  Field required [type=missing, input_value={'data': [{'club_name': '...of_sacking_true': 0.0}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.7/v/missing
sacked
  Field required [type=missing, input_value={'data': [{'club_name': '...of_sacking_true': 0.0}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.7/v/missing
probability_of_sacking_true
  Field required [type=missing, input_value={'data': [{'club_name': '...of_sacking_true': 0.0}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.7/v/missing"
LB Châteauroux,2021-03-08,Régis Brouwers,Senior,Ligue 2,2,True,0.8,
Concarneau,2020-02-12,Olivier Perrin,Senior,Ligue 2,2,True,0.8,
Inter U19,2019-01-01,Andrea Ottaviani,Youth,Italian Youth League,Youth,False,0.0,
Inter U19,2016-06-30,Andrea Mandorlini,Youth,Italian Youth League,Youth,False,0.0,
Inter Youth,2013-06-30,Andrea Stramaccioni,Youth,Youth League,Youth,False,0.0,
Montreal,2018-12-31,Mauro Biello,Senior,Major League Soccer,1,True,0.8,
Olympique Lyon,2017-12-31,Bruno Génésio,Senior,Ligue 1,1,False,0.0,
LB Châteauroux,1999-09-15,Jean-Luc Kotanyi,Senior,Ligue 2,Second Tier,True,0.8,
LB Châteauroux,1985-06-30,Jean-Michel de Jesus Christo,Senior,French Division 2,Second Tier,False,0.0,
Lyon Décines,2018-06-30,Jean-Luc Fournier,Youth,French Youth Football Championship,Youth,False,0.0,
US Feurs,2011-06-30,Jean-Luc Fournier,Senior,French National,4,True,0.8,
Toulouse Font.,2008-06-30,Elie Baup,Senior,Ligue 2,Second Tier,False,0.0,
ES Sétif,2005-04-30,Mohamed Hamdani,Senior,Ligue 1,1,False,0.0,
MC Algiers,2004-05-01,Mohamed Belkheir,Senior,Algerian Ligue 1,1,True,0.8,
MC Oran,2003-12-20,Mohamed Hamdani,Senior,Algerian Ligue 1,1,True,0.8,
CA Bizertin,1999-06-30,Mourad Hedi,Senior,Tunisian Ligue 1,1,False,0.0,
AS Saint-Priest,1993-06-30,Jean-Luc Fournier,Senior,French Division 3,Third Tier,True,0.8,
CS Sfaxien,1987-06-30,Mohamed Ben Othman,Senior,Tunisian Ligue 1,1,False,0.0,
LB Châteauroux,1983-06-30,Jean-Michel Léonard,Senior,French Division 2,Second Tier,True,0.8,
CS Chênois,1980-06-30,Jean-Michel Berthod,Senior,Swiss Challenge League,2,False,0.0,
LB Châteauroux,1971-06-30,Jean-Michel Aubert,Senior,French Division 2,2,False,0.0,
AS Beauvais,2025-06-30,Jean-Marc Ettori,Senior,Ligue 2,2,True,0.8,
FC 93 Bobigny,2023-06-30,Jean-Luc,Senior,French National 3,5,True,0.8,
AS Muret,2022-06-30,Jean-Luc Fournier,Senior,French National 3,5,False,0.0,
Évreux FC 27,2020-04-17,Jean-Luc Fournier,Senior,French National 3,5,True,0.8,
FC Fleury 91,2019-01-21,Jean-Marc Furlan,Senior,Ligue 2,Second Tier,True,0.8,
Bastia-Borgo,2018-02-11,Fabrice Jaurégui,Senior,French National 2,4,True,0.8,
Paris FC,2015-06-01,Pierre Dreossi,Senior,Ligue 2,Second Tier,True,0.8,
Saint-Quentin,2013-06-30,Jean-Luc Fournier,Senior,French National 3,5,True,0.8,
UJA Maccabi,2012-12-01,Eli Cohen,Senior,Israeli Premier League,1,True,0.8,
Alfortville,2012-06-30,Jean-Luc,Senior,French Ligue 2,Second Tier,True,0.8,
ASA Issy,2011-06-22,Jean-Luc Fournier,Senior,French National 2,4,True,0.8,
US Roye,2018-06-30,Jean-Luc Vasseur,Senior,French Ligue 2,Second Tier,True,0.8,
AS Beauvais,2017-12-14,Jean-Marc Furlan,Senior,French National,5,True,0.8,
AS Poissy,2015-06-01,Jean-Luc Fournier,Senior,French National 2,4,True,0.8,
Troyes B,2011-06-30,Alain Perrin,Senior,Ligue 2,2,True,0.8,
ASA Issy,2006-06-30,Jean-Luc Fournier,Senior,French National,4,False,0.0,
FC Versailles,2004-06-30,Jean-Michel Lemaire,Senior,French National,4,True,0.8,
CS Meaux,1999-06-30,Jean-Luc Girard,Senior,French National,4,False,0.0,
AS Poissy,1997-06-30,Jean-Luc Girard,Senior,French National,4,False,0.0,
JGA Nevers,1991-09-01,Jean Gallice,Senior,Ligue 2,Second Tier,False,0.0,
FC Chalon,1989-06-30,Jean-Michel Léonard,Senior,French Division 2,2,True,0.8,
Le Pontet,2021-06-30,Jean-Luc Bertrand,Senior,French National 2,5,False,0.0,
AS Beauvais,2015-06-01,Jean-Marc Furlan,Senior,Ligue 2,2,True,0.8,
FC Villefranche,2012-06-30,Jean-Luc Fournier,Senior,French Ligue 2,Second Tier,True,0.8,
